row_id,pattern_name,question,citation_index,source_file,input,document_text,document_relevance_execution_details,document_relevance_score,phoenix_document_relevance_score,phoenix_document_relevance_label,phoenix_document_relevance_explanation
224,deterministic,Jak liczona jest szkoda całkowita w Wariancie II Ubezpieczenia Autocasco z HESTIA Ergo7 komunikacyjne?,3,hestia_ergo7_komunikacja.md,Jak liczona jest szkoda całkowita w Wariancie II Ubezpieczenia Autocasco z HESTIA Ergo7 komunikacyjne?,"* – w Wariancie I w zakresie szkody całkowitej. * – w Wariancie II w zakresie szkody częściowej i całkowitej.   * ✓ Ubezpieczenie w Wariancie II obejmuje utratę, zniszczenie lub uszkodzenie pojazdu wr","{'status': 'COMPLETED', 'exceptions': [], 'execution_seconds': 9.765363216400146}","{'name': 'document_relevance', 'score': 0.0, 'label': 'unrelated', 'explanation': ""The document only states that Variant II covers partial and total damage and mentions loss/destruction/damage to the vehicle; it does not provide a method or formula for calculating 'szkoda całkowita'."", 'metadata': {'model': 'gpt-5', 'trace_id': 'd5de18d81a16b19b6e5b09ac2ba658e8'}, 'kind': 'llm', 'direction': 'maximize'}",0.0,unrelated,The document only states that Variant II covers partial and total damage and mentions loss/destruction/damage to the vehicle; it does not provide a method or formula for calculating 'szkoda całkowita'.
224,deterministic,Jak liczona jest szkoda całkowita w Wariancie II Ubezpieczenia Autocasco z HESTIA Ergo7 komunikacyjne?,4,hestia_ergo7_komunikacja.md,Jak liczona jest szkoda całkowita w Wariancie II Ubezpieczenia Autocasco z HESTIA Ergo7 komunikacyjne?,"1. Ubezpieczenie Autocasco obejmuje utratę, zniszczenie lub uszkodzenie pojazdu, które wystąpiły nagle, nieprzewidzianie i niezależnie od woli Ubezpieczonego, a ponadto miały charakter losowy i niepew","{'status': 'COMPLETED', 'exceptions': [], 'execution_seconds': 7.842010259628296}","{'name': 'document_relevance', 'score': 0.0, 'label': 'unrelated', 'explanation': 'Assessing whether the document text contains information about how szkoda całkowita is calculated in Variant II of HESTIA Ergo7 komunikacyjne OC/Autocasco. The document only defines general coverage, not calculation rules.', 'metadata': {'model': 'gpt-5', 'trace_id': 'd5de18d81a16b19b6e5b09ac2ba658e8'}, 'kind': 'llm', 'direction': 'maximize'}",0.0,unrelated,"Assessing whether the document text contains information about how szkoda całkowita is calculated in Variant II of HESTIA Ergo7 komunikacyjne OC/Autocasco. The document only defines general coverage, not calculation rules."
225,router_specialist,Jak liczona jest szkoda całkowita w Wariancie II Ubezpieczenia Autocasco z HESTIA Ergo7 komunikacyjne?,1,hestia_ergo7_komunikacja.md,Jak liczona jest szkoda całkowita w Wariancie II Ubezpieczenia Autocasco z HESTIA Ergo7 komunikacyjne?,"1. W przypadku szkody całkowitej w pojeździe, ERGO Hestia ustala wysokość odszkodowania w następujący sposób: jako kwotę równą wartości rynkowej pojazdu z dnia powstania szkody, nie wyższą niż suma ub","{'status': 'COMPLETED', 'exceptions': [], 'execution_seconds': 11.39709186553955}","{'name': 'document_relevance', 'score': 1.0, 'label': 'relevant', 'explanation': 'Document states that for total loss the compensation is calculated as the amount equal to the market value of the vehicle on the date of the damage, not higher than the insured sum, which corresponds to the calculation method inquiry in the question.', 'metadata': {'model': 'gpt-5', 'trace_id': 'd5de18d81a16b19b6e5b09ac2ba658e8'}, 'kind': 'llm', 'direction': 'maximize'}",1.0,relevant,"Document states that for total loss the compensation is calculated as the amount equal to the market value of the vehicle on the date of the damage, not higher than the insured sum, which corresponds to the calculation method inquiry in the question."
225,router_specialist,Jak liczona jest szkoda całkowita w Wariancie II Ubezpieczenia Autocasco z HESTIA Ergo7 komunikacyjne?,2,hestia_ergo7_komunikacja.md,Jak liczona jest szkoda całkowita w Wariancie II Ubezpieczenia Autocasco z HESTIA Ergo7 komunikacyjne?,"| **Szkoda całkowita** | a) w Warancie I Ubezpieczenia Autocasco oraz w Warancie II Ubezpieczenia Autocasco, w przypadku wyboru wariantu rozliczenia szkody Kosztorys – kradzież pojazdu lub szkoda, któ","{'status': 'COMPLETED', 'exceptions': [], 'execution_seconds': 13.649631977081299}","{'name': 'document_relevance', 'score': 1.0, 'label': 'relevant', 'explanation': 'Dokument zawiera fragment mówiący o tym, że w Warancie II Ubezpieczenia Autocasco przy wyborze wariantu rozliczenia szkody stosowany jest Kosztorys – kradzież pojazdu lub szkoda, co sugeruje sposób obliczania szkody całkowitej.', 'metadata': {'model': 'gpt-5', 'trace_id': 'd5de18d81a16b19b6e5b09ac2ba658e8'}, 'kind': 'llm', 'direction': 'maximize'}",1.0,relevant,"Dokument zawiera fragment mówiący o tym, że w Warancie II Ubezpieczenia Autocasco przy wyborze wariantu rozliczenia szkody stosowany jest Kosztorys – kradzież pojazdu lub szkoda, co sugeruje sposób obliczania szkody całkowitej."
225,router_specialist,Jak liczona jest szkoda całkowita w Wariancie II Ubezpieczenia Autocasco z HESTIA Ergo7 komunikacyjne?,3,hestia_ergo7_komunikacja.md,Jak liczona jest szkoda całkowita w Wariancie II Ubezpieczenia Autocasco z HESTIA Ergo7 komunikacyjne?,"| Minimalna wartość szkody w Wariancie II Autocasco | 500 zł (brutto) | 500 zł (brutto) | 500 zł (brutto) | | Rodzaj części, których ceny wykorzystane są przy wycenie szkody | części alternatywne | cz","{'status': 'COMPLETED', 'exceptions': [], 'execution_seconds': 5.738355875015259}","{'name': 'document_relevance', 'score': 0.0, 'label': 'unrelated', 'explanation': ""The document text contains a minimum damage value and parts used for valuation but does not provide the calculation method for 'szkoda całkowita' in Variant II Autocasco, Ergo7 komunikacyjne."", 'metadata': {'model': 'gpt-5', 'trace_id': 'd5de18d81a16b19b6e5b09ac2ba658e8'}, 'kind': 'llm', 'direction': 'maximize'}",0.0,unrelated,"The document text contains a minimum damage value and parts used for valuation but does not provide the calculation method for 'szkoda całkowita' in Variant II Autocasco, Ergo7 komunikacyjne."
226,planner_executor,Jak liczona jest szkoda całkowita w Wariancie II Ubezpieczenia Autocasco z HESTIA Ergo7 komunikacyjne?,1,hestia_ergo7_komunikacja.md,Jak liczona jest szkoda całkowita w Wariancie II Ubezpieczenia Autocasco z HESTIA Ergo7 komunikacyjne?,"| **Szkoda całkowita** | a) w Warancie I Ubezpieczenia Autocasco oraz w Warancie II Ubezpieczenia Autocasco, w przypadku wyboru wariantu rozliczenia szkody Kosztorys – kradzież pojazdu lub szkoda, któ","{'status': 'COMPLETED', 'exceptions': [], 'execution_seconds': 7.69316291809082}","{'name': 'document_relevance', 'score': 1.0, 'label': 'relevant', 'explanation': ""Document discusses 'Szkoda całkowita' and mentions 'Wariant II Ubezpieczenia Autocasco' with settlement method 'Kosztorys' (cost estimate) for theft or damage, which is relevant to how total loss is calculated in Variant II."", 'metadata': {'model': 'gpt-5', 'trace_id': 'd5de18d81a16b19b6e5b09ac2ba658e8'}, 'kind': 'llm', 'direction': 'maximize'}",1.0,relevant,"Document discusses 'Szkoda całkowita' and mentions 'Wariant II Ubezpieczenia Autocasco' with settlement method 'Kosztorys' (cost estimate) for theft or damage, which is relevant to how total loss is calculated in Variant II."
226,planner_executor,Jak liczona jest szkoda całkowita w Wariancie II Ubezpieczenia Autocasco z HESTIA Ergo7 komunikacyjne?,2,hestia_ergo7_komunikacja.md,Jak liczona jest szkoda całkowita w Wariancie II Ubezpieczenia Autocasco z HESTIA Ergo7 komunikacyjne?,"1. W przypadku szkody całkowitej w pojeździe, ERGO Hestia ustala wysokość odszkodowania w następujący sposób: jako kwotę równą wartości rynkowej pojazdu z dnia powstania szkody, nie wyższą niż suma ub","{'status': 'COMPLETED', 'exceptions': [], 'execution_seconds': 14.416882991790771}","{'name': 'document_relevance', 'score': 1.0, 'label': 'relevant', 'explanation': ""The document provides the calculation method for total loss: amount equal to market value of the vehicle on the date of loss, not higher than the sum insured, which answers how the loss is calculated (though variant designation isn't explicit)."", 'metadata': {'model': 'gpt-5', 'trace_id': 'd5de18d81a16b19b6e5b09ac2ba658e8'}, 'kind': 'llm', 'direction': 'maximize'}",1.0,relevant,"The document provides the calculation method for total loss: amount equal to market value of the vehicle on the date of loss, not higher than the sum insured, which answers how the loss is calculated (though variant designation isn't explicit)."
226,planner_executor,Jak liczona jest szkoda całkowita w Wariancie II Ubezpieczenia Autocasco z HESTIA Ergo7 komunikacyjne?,3,hestia_ergo7_komunikacja.md,Jak liczona jest szkoda całkowita w Wariancie II Ubezpieczenia Autocasco z HESTIA Ergo7 komunikacyjne?,"1. W metodzie serwisowej, w przypadku szkody częściowej, wysokość odszkodowania ustala się na podstawie faktur za naprawę pojazdu, według uprzednio uzgodnionych z ERGO Hestią kosztów i sposobu naprawy","{'status': 'COMPLETED', 'exceptions': [], 'execution_seconds': 6.3647801876068115}","{'name': 'document_relevance', 'score': 0.0, 'label': 'unrelated', 'explanation': 'The document only mentions compensation for partial damage based on repair invoices and previously agreed costs with ERGO Hestią; it does not describe how total loss is calculated in Variant II Ergo7 komunikacyjne.', 'metadata': {'model': 'gpt-5', 'trace_id': 'd5de18d81a16b19b6e5b09ac2ba658e8'}, 'kind': 'llm', 'direction': 'maximize'}",0.0,unrelated,The document only mentions compensation for partial damage based on repair invoices and previously agreed costs with ERGO Hestią; it does not describe how total loss is calculated in Variant II Ergo7 komunikacyjne.
226,planner_executor,Jak liczona jest szkoda całkowita w Wariancie II Ubezpieczenia Autocasco z HESTIA Ergo7 komunikacyjne?,4,hestia_ergo7_komunikacja.md,Jak liczona jest szkoda całkowita w Wariancie II Ubezpieczenia Autocasco z HESTIA Ergo7 komunikacyjne?,"| Minimalna wartość szkody w Wariancie II Autocasco | 500 zł (brutto) | 500 zł (brutto) | 500 zł (brutto) | | Rodzaj części, których ceny wykorzystane są przy wycenie szkody | części alternatywne | cz","{'status': 'COMPLETED', 'exceptions': [], 'execution_seconds': 8.719865083694458}","{'name': 'document_relevance', 'score': 0.0, 'label': 'unrelated', 'explanation': 'Document contains minimal damage value and info about parts used in valuation, but does not describe the calculation method for total loss in Variant II.', 'metadata': {'model': 'gpt-5', 'trace_id': 'd5de18d81a16b19b6e5b09ac2ba658e8'}, 'kind': 'llm', 'direction': 'maximize'}",0.0,unrelated,"Document contains minimal damage value and info about parts used in valuation, but does not describe the calculation method for total loss in Variant II."
227,deterministic,Jakie można wykupić ubezpieczenia dodatkowe w Autocasco z HESTIA Ergo7 komunikacyjne?,1,hestia_ergo7_komunikacja.md,Jakie można wykupić ubezpieczenia dodatkowe w Autocasco z HESTIA Ergo7 komunikacyjne?,| Ubezpieczenie Bagaż | 10 000 zł | | Ubezpieczenie Ochrona Prawna | 20 000 zł |   2. Suma ubezpieczenia dla dodatkowego zakresu ubezpieczenia w Ubezpieczeniu Autocasco w przypadku kradzieży pojazdu j,"{'status': 'COMPLETED', 'exceptions': [], 'execution_seconds': 11.99550986289978}","{'name': 'document_relevance', 'score': 1.0, 'label': 'relevant', 'explanation': 'Document mentions add-on coverages for Autocasco: Ubezpieczenie Bagaż and Ubezpieczenie Ochrona Prawna, along with a note about the sum insured for additional scope in case of theft. This indicates the document provides examples of additional insurances that can be purchased within Autocasco, hence it is relevant to the question.', 'metadata': {'model': 'gpt-5', 'trace_id': 'd5de18d81a16b19b6e5b09ac2ba658e8'}, 'kind': 'llm', 'direction': 'maximize'}",1.0,relevant,"Document mentions add-on coverages for Autocasco: Ubezpieczenie Bagaż and Ubezpieczenie Ochrona Prawna, along with a note about the sum insured for additional scope in case of theft. This indicates the document provides examples of additional insurances that can be purchased within Autocasco, hence it is relevant to the question."
227,deterministic,Jakie można wykupić ubezpieczenia dodatkowe w Autocasco z HESTIA Ergo7 komunikacyjne?,2,hestia_ergo7_komunikacja.md,Jakie można wykupić ubezpieczenia dodatkowe w Autocasco z HESTIA Ergo7 komunikacyjne?,|:---|:---:|:---:|:---:|:---:|:---:|:---:| | **Stała Suma Ubezpieczenia** | NIE | NIE | NIE | NIE | TAK | TAK | | **Wyposażenie Dodatkowe** | NIE | NIE | NIE | NIE | TAK | TAK | | **Wymiana Zabezpiecz,"{'status': 'COMPLETED', 'exceptions': [], 'execution_seconds': 7.99426007270813}","{'name': 'document_relevance', 'score': 0.0, 'label': 'unrelated', 'explanation': 'Dokument zawiera fragment tabeli dotyczącej dodatkowego wyposażenia i stałej sumy ubezpieczenia, ale nie wymienia konkretnych ubezpieczeń dodatkowych w Autocasco z HESTIA Ergo7 komunikacyjne ani ich nazw. Brak wystarczających informacji, aby odpowiedzieć na pytanie.', 'metadata': {'model': 'gpt-5', 'trace_id': 'd5de18d81a16b19b6e5b09ac2ba658e8'}, 'kind': 'llm', 'direction': 'maximize'}",0.0,unrelated,"Dokument zawiera fragment tabeli dotyczącej dodatkowego wyposażenia i stałej sumy ubezpieczenia, ale nie wymienia konkretnych ubezpieczeń dodatkowych w Autocasco z HESTIA Ergo7 komunikacyjne ani ich nazw. Brak wystarczających informacji, aby odpowiedzieć na pytanie."
227,deterministic,Jakie można wykupić ubezpieczenia dodatkowe w Autocasco z HESTIA Ergo7 komunikacyjne?,3,hestia_ergo7_komunikacja.md,Jakie można wykupić ubezpieczenia dodatkowe w Autocasco z HESTIA Ergo7 komunikacyjne?,Ubezpieczenia dodatkowe wskazane w tabeli zamieszczonej w § 4 obejmują:   | **RODZAJ UBEZPIECZENIA** | **ZAKRES UBEZPIECZENIA** | |:---|:---|,"{'status': 'COMPLETED', 'exceptions': [], 'execution_seconds': 7.641333818435669}","{'name': 'document_relevance', 'score': 0.0, 'label': 'unrelated', 'explanation': 'Dokument zawiera tylko informację, że dodatkowe ubezpieczenia są wymienione w tabeli w § 4 i pokazuje nagłówki tabeli; nie podaje konkretnych rodzajów ubezpieczeń.', 'metadata': {'model': 'gpt-5', 'trace_id': 'd5de18d81a16b19b6e5b09ac2ba658e8'}, 'kind': 'llm', 'direction': 'maximize'}",0.0,unrelated,"Dokument zawiera tylko informację, że dodatkowe ubezpieczenia są wymienione w tabeli w § 4 i pokazuje nagłówki tabeli; nie podaje konkretnych rodzajów ubezpieczeń."
227,deterministic,Jakie można wykupić ubezpieczenia dodatkowe w Autocasco z HESTIA Ergo7 komunikacyjne?,4,hestia_ergo7_komunikacja.md,Jakie można wykupić ubezpieczenia dodatkowe w Autocasco z HESTIA Ergo7 komunikacyjne?,"Ubezpieczenie obejmuje utratę, zniszczenie lub uszkodzenie pojazdu wraz z wyposażeniem podstawowym, powstałe w wyniku: zderzenia się pojazdów, nagłego zetknięcia się pojazdu z osobą, zwierzętami lub p","{'status': 'COMPLETED', 'exceptions': [], 'execution_seconds': 5.596995115280151}","{'name': 'document_relevance', 'score': 0.0, 'label': 'unrelated', 'explanation': 'Assessing whether document_text mentions which additional insurances can be purchased in Autocasco with HESTIA Ergo7 (question about dodatkowe ubezpieczenia).', 'metadata': {'model': 'gpt-5', 'trace_id': 'd5de18d81a16b19b6e5b09ac2ba658e8'}, 'kind': 'llm', 'direction': 'maximize'}",0.0,unrelated,Assessing whether document_text mentions which additional insurances can be purchased in Autocasco with HESTIA Ergo7 (question about dodatkowe ubezpieczenia).
228,hierarchical,Czy w ubezpieczeniu Autocasco ochroną może być objęta powłoka ceramiczna z HESTIA Ergo7 komunikacyjne?,1,hestia_ergo7_komunikacja.md,Czy w ubezpieczeniu Autocasco ochroną może być objęta powłoka ceramiczna z HESTIA Ergo7 komunikacyjne?,"7. Ochroną ubezpieczeniową w ramach wariantu III Ubezpieczenia Autocasco może być objęta powłoka ceramiczna, której aplikacja nastąpiła w okresie nie dłuższym niż 180 dni przed rozpoczęciem okresu och","{'status': 'COMPLETED', 'exceptions': [], 'execution_seconds': 12.049650192260742}","{'name': 'document_relevance', 'score': 1.0, 'label': 'relevant', 'explanation': 'The document states that in variant III of Autocasco, a ceramic coating may be covered if applied no more than 180 days before the start of the period.', 'metadata': {'model': 'gpt-5', 'trace_id': 'd5de18d81a16b19b6e5b09ac2ba658e8'}, 'kind': 'llm', 'direction': 'maximize'}",1.0,relevant,"The document states that in variant III of Autocasco, a ceramic coating may be covered if applied no more than 180 days before the start of the period."
228,hierarchical,Czy w ubezpieczeniu Autocasco ochroną może być objęta powłoka ceramiczna z HESTIA Ergo7 komunikacyjne?,2,hestia_ergo7_komunikacja.md,Czy w ubezpieczeniu Autocasco ochroną może być objęta powłoka ceramiczna z HESTIA Ergo7 komunikacyjne?,"Ubezpieczenie obejmuje utratę, zniszczenie lub uszkodzenie pojazdu wraz z wyposażeniem podstawowym, powstałe w wyniku: zderzenia się pojazdów, nagłego zetknięcia się pojazdu z osobą, zwierzętami lub p","{'status': 'COMPLETED', 'exceptions': [], 'execution_seconds': 11.9599130153656}","{'name': 'document_relevance', 'score': 0.0, 'label': 'unrelated', 'explanation': 'Oceniam, czy dokument zawiera odpowiedź na pytanie o objęcie powłoki ceramicznej (HESTIA Ergo7 komunikacyjne) w ubezpieczeniu Autocasco. Dokument wspomina jedynie ogólne pokrycie utraty/zniszczenia/uszkodzenia pojazdu i wyposażenia, bez odniesienia do powłok ceramicznych.', 'metadata': {'model': 'gpt-5', 'trace_id': 'd5de18d81a16b19b6e5b09ac2ba658e8'}, 'kind': 'llm', 'direction': 'maximize'}",0.0,unrelated,"Oceniam, czy dokument zawiera odpowiedź na pytanie o objęcie powłoki ceramicznej (HESTIA Ergo7 komunikacyjne) w ubezpieczeniu Autocasco. Dokument wspomina jedynie ogólne pokrycie utraty/zniszczenia/uszkodzenia pojazdu i wyposażenia, bez odniesienia do powłok ceramicznych."
228,hierarchical,Czy w ubezpieczeniu Autocasco ochroną może być objęta powłoka ceramiczna z HESTIA Ergo7 komunikacyjne?,3,hestia_ergo7_komunikacja.md,Czy w ubezpieczeniu Autocasco ochroną może być objęta powłoka ceramiczna z HESTIA Ergo7 komunikacyjne?,"1. Ubezpieczenie Autocasco obejmuje utratę, zniszczenie lub uszkodzenie pojazdu, które wystąpiły nagle, nieprzewidzianie i niezależnie od woli Ubezpieczonego, a ponadto miały charakter losowy i niepew","{'status': 'COMPLETED', 'exceptions': [], 'execution_seconds': 8.11067819595337}","{'name': 'document_relevance', 'score': 0.0, 'label': 'unrelated', 'explanation': 'Document_text includes only a general description of Autocasco coverage and does not mention or define coverage for ceramic coatings (powłoka ceramiczna).', 'metadata': {'model': 'gpt-5', 'trace_id': 'd5de18d81a16b19b6e5b09ac2ba658e8'}, 'kind': 'llm', 'direction': 'maximize'}",0.0,unrelated,Document_text includes only a general description of Autocasco coverage and does not mention or define coverage for ceramic coatings (powłoka ceramiczna).
228,hierarchical,Czy w ubezpieczeniu Autocasco ochroną może być objęta powłoka ceramiczna z HESTIA Ergo7 komunikacyjne?,4,hestia_ergo7_komunikacja.md,Czy w ubezpieczeniu Autocasco ochroną może być objęta powłoka ceramiczna z HESTIA Ergo7 komunikacyjne?,"Ubezpieczenie Autocasco nie obejmuje szkód powstałych:   1) w pojazdach niezarejestrowanych w Polsce, o ile zgodnie z przepisami prawa polskiego istniał obowiązek ich rejestracji;   2) w pojazdach nie","{'status': 'COMPLETED', 'exceptions': [], 'execution_seconds': 3.973371982574463}","{'name': 'document_relevance', 'score': 0.0, 'label': 'unrelated', 'explanation': 'The document discusses general exclusions of Autocasco but does not mention ceramic coatings or HESTIA Ergo7 komunikacyjne.', 'metadata': {'model': 'gpt-5', 'trace_id': 'd5de18d81a16b19b6e5b09ac2ba658e8'}, 'kind': 'llm', 'direction': 'maximize'}",0.0,unrelated,The document discusses general exclusions of Autocasco but does not mention ceramic coatings or HESTIA Ergo7 komunikacyjne.
229,planner_executor,Czy mogę ubezpieczyć pojazd zarejestrowany za granicą Rzeczypospolitej Polskiej z WARTA Autocasco?,1,warta_autocasco_komfort_ack.md,Czy mogę ubezpieczyć pojazd zarejestrowany za granicą Rzeczypospolitej Polskiej z WARTA Autocasco?,"1. Naprawa pojazdu powinna być dokonana na terytorium RP, chyba że WARTA lub jej zagraniczny przedstawiciel wyrazi zgodę na przeprowadzenie naprawy za granicą albo zachodzą okoliczności, o których mow","{'status': 'COMPLETED', 'exceptions': [], 'execution_seconds': 6.0464091300964355}","{'name': 'document_relevance', 'score': 0.0, 'label': 'unrelated', 'explanation': ""The document text discusses where vehicle repairs should be performed and only mentions WARTA or its foreign representative's consent to repair abroad; it does not address insurance eligibility or conditions for insuring a vehicle registered abroad with WARTA Autocasco."", 'metadata': {'model': 'gpt-5', 'trace_id': 'd5de18d81a16b19b6e5b09ac2ba658e8'}, 'kind': 'llm', 'direction': 'maximize'}",0.0,unrelated,The document text discusses where vehicle repairs should be performed and only mentions WARTA or its foreign representative's consent to repair abroad; it does not address insurance eligibility or conditions for insuring a vehicle registered abroad with WARTA Autocasco.
229,planner_executor,Czy mogę ubezpieczyć pojazd zarejestrowany za granicą Rzeczypospolitej Polskiej z WARTA Autocasco?,2,warta_autocasco_komfort_ack.md,Czy mogę ubezpieczyć pojazd zarejestrowany za granicą Rzeczypospolitej Polskiej z WARTA Autocasco?,"* ✓ ubezpieczenie obowiązuje na terytorium Rzeczypospolitej Polskiej oraz pozostałych krajów europejskich (Rosja i Turcja w europejskich częściach ich terytoriów), a także Maroka, Tunezji i Izraela (s","{'status': 'COMPLETED', 'exceptions': [], 'execution_seconds': 9.979009866714478}","{'name': 'document_relevance', 'score': 0.0, 'label': 'unrelated', 'explanation': 'Document mentions insurance is valid in Poland and other European countries (and some other regions), but it does not specify policies about insuring a vehicle registered abroad, nor whether foreign-registered vehicles are eligible for WARTA Autocasco. It does not directly answer the specific question.', 'metadata': {'model': 'gpt-5', 'trace_id': 'd5de18d81a16b19b6e5b09ac2ba658e8'}, 'kind': 'llm', 'direction': 'maximize'}",0.0,unrelated,"Document mentions insurance is valid in Poland and other European countries (and some other regions), but it does not specify policies about insuring a vehicle registered abroad, nor whether foreign-registered vehicles are eligible for WARTA Autocasco. It does not directly answer the specific question."
229,planner_executor,Czy mogę ubezpieczyć pojazd zarejestrowany za granicą Rzeczypospolitej Polskiej z WARTA Autocasco?,3,warta_autocasco_komfort_ack.md,Czy mogę ubezpieczyć pojazd zarejestrowany za granicą Rzeczypospolitej Polskiej z WARTA Autocasco?,"---   9. Umową ubezpieczenia objęte są szkody powstałe na terytorium RP oraz pozostałych krajów europejskich (Rosja i Turcja w europejskich częściach ich terytoriów), a także Maroka, Tunezji i Izraela","{'status': 'COMPLETED', 'exceptions': [], 'execution_seconds': 10.007861137390137}","{'name': 'document_relevance', 'score': 0.0, 'label': 'unrelated', 'explanation': 'Dokument zawiera jedynie informację o miejscach objętych ubezpieczeniem (terytorium RP i inne kraje europejskie), nie wskazuje na wymóg rejestracji pojazdu ani możliwość ubezpieczenia pojazdu zarejestrowanego za granicą.', 'metadata': {'model': 'gpt-5', 'trace_id': 'd5de18d81a16b19b6e5b09ac2ba658e8'}, 'kind': 'llm', 'direction': 'maximize'}",0.0,unrelated,"Dokument zawiera jedynie informację o miejscach objętych ubezpieczeniem (terytorium RP i inne kraje europejskie), nie wskazuje na wymóg rejestracji pojazdu ani możliwość ubezpieczenia pojazdu zarejestrowanego za granicą."
229,planner_executor,Czy mogę ubezpieczyć pojazd zarejestrowany za granicą Rzeczypospolitej Polskiej z WARTA Autocasco?,4,warta_autocasco_standard_acs.md,Czy mogę ubezpieczyć pojazd zarejestrowany za granicą Rzeczypospolitej Polskiej z WARTA Autocasco?,"* ✓ ubezpieczenie obowiązuje na terytorium Rzeczypospolitej Polskiej oraz pozostałych krajów europejskich (Rosja i Turcja w europejskich częściach ich terytoriów), a także Maroka, Tunezji i Izraela (s","{'status': 'COMPLETED', 'exceptions': [], 'execution_seconds': 9.777900695800781}","{'name': 'document_relevance', 'score': 0.0, 'label': 'unrelated', 'explanation': 'The document text mentions insurance coverage territory but does not directly state whether a vehicle registered abroad can be insured with WARTA Autocasco.', 'metadata': {'model': 'gpt-5', 'trace_id': 'd5de18d81a16b19b6e5b09ac2ba658e8'}, 'kind': 'llm', 'direction': 'maximize'}",0.0,unrelated,The document text mentions insurance coverage territory but does not directly state whether a vehicle registered abroad can be insured with WARTA Autocasco.
230,hierarchical,Jakie mam metody naprawy/rozliczania szkody w Autocasco z HESTIA Ergo7 komunikacyjne?,1,hestia_ergo7_komunikacja.md,Jakie mam metody naprawy/rozliczania szkody w Autocasco z HESTIA Ergo7 komunikacyjne?,"1. Jeśli szkoda jest częściowa, ERGO Hestia wylicza odszkodowanie według:   1) metody kosztorysowej – na podstawie wyceny dokonanej przez ERGO Hestię;   2) metody serwisowej – na podstawie faktury dok","{'status': 'COMPLETED', 'exceptions': [], 'execution_seconds': 8.938766956329346}","{'name': 'document_relevance', 'score': 1.0, 'label': 'relevant', 'explanation': 'Analizuję treść dokumentu w kontekście pytania. Pytanie dotyczy metod naprawy/rozliczania szkód w Autocasco z HESTIA Ergo7 komunikacyjne. Dokument tekstowo opisuje sposoby wyliczania odszkodowania dla szkody częściowej: 1) metodę kosztorysową (na podstawie wyceny ERGO Hestię) i 2) metodę serwisową (na podstawie faktury). Te dwie metody odnoszą się do rozliczania szkody, co odpowiada części pytania.', 'metadata': {'model': 'gpt-5', 'trace_id': 'd5de18d81a16b19b6e5b09ac2ba658e8'}, 'kind': 'llm', 'direction': 'maximize'}",1.0,relevant,"Analizuję treść dokumentu w kontekście pytania. Pytanie dotyczy metod naprawy/rozliczania szkód w Autocasco z HESTIA Ergo7 komunikacyjne. Dokument tekstowo opisuje sposoby wyliczania odszkodowania dla szkody częściowej: 1) metodę kosztorysową (na podstawie wyceny ERGO Hestię) i 2) metodę serwisową (na podstawie faktury). Te dwie metody odnoszą się do rozliczania szkody, co odpowiada części pytania."
230,hierarchical,Jakie mam metody naprawy/rozliczania szkody w Autocasco z HESTIA Ergo7 komunikacyjne?,2,hestia_ergo7_komunikacja.md,Jakie mam metody naprawy/rozliczania szkody w Autocasco z HESTIA Ergo7 komunikacyjne?,"ERGO Hestia ma prawo sprawdzić, czy naprawa pojazdu jest zgodna z zakresem i kwalifikacją w protokole szkody oraz przedłożonymi rachunkami lub fakturami za naprawę, w tym do weryfikacji klasy części u","{'status': 'COMPLETED', 'exceptions': [], 'execution_seconds': 10.287627935409546}","{'name': 'document_relevance', 'score': 0.0, 'label': 'unrelated', 'explanation': 'Ocena relewantności: czy tekst dokumentu zawiera informacje umożliwiające odpowiedź na pytanie o metody naprawy/rozliczania szkody w Autocasco z HESTIA Ergo7 komunikacyjne.', 'metadata': {'model': 'gpt-5', 'trace_id': 'd5de18d81a16b19b6e5b09ac2ba658e8'}, 'kind': 'llm', 'direction': 'maximize'}",0.0,unrelated,Ocena relewantności: czy tekst dokumentu zawiera informacje umożliwiające odpowiedź na pytanie o metody naprawy/rozliczania szkody w Autocasco z HESTIA Ergo7 komunikacyjne.
230,hierarchical,Jakie mam metody naprawy/rozliczania szkody w Autocasco z HESTIA Ergo7 komunikacyjne?,3,hestia_ergo7_komunikacja.md,Jakie mam metody naprawy/rozliczania szkody w Autocasco z HESTIA Ergo7 komunikacyjne?,"1. W metodzie serwisowej, w przypadku szkody częściowej, wysokość odszkodowania ustala się na podstawie faktur za naprawę pojazdu, według uprzednio uzgodnionych z ERGO Hestią kosztów i sposobu naprawy","{'status': 'COMPLETED', 'exceptions': [], 'execution_seconds': 12.864020824432373}","{'name': 'document_relevance', 'score': 1.0, 'label': 'relevant', 'explanation': 'Assessing whether document_text contains information about methods of repairing/settling a motor insurance claim (Autocasco) with HESTIA Ergo7 communication; document mentions service method and basis for compensation based on repair invoices and pre-agreed costs with ERGO Hestią.', 'metadata': {'model': 'gpt-5', 'trace_id': 'd5de18d81a16b19b6e5b09ac2ba658e8'}, 'kind': 'llm', 'direction': 'maximize'}",1.0,relevant,Assessing whether document_text contains information about methods of repairing/settling a motor insurance claim (Autocasco) with HESTIA Ergo7 communication; document mentions service method and basis for compensation based on repair invoices and pre-agreed costs with ERGO Hestią.
